country,cncode,year,region,incomegr,dbacba,llgdp,cbagdp,dbagdp,ofagdp,pcrdbgdp,pcrdbofgdp,bdgdp,fdgdp,bcbd,ll_usd,overhead,netintmargin,concentration,roa,roe,costinc,zscore,inslife,insnonlife,stmktcap,stvaltraded,stturnover,listco_pc,prbond,pubond,intldebt,intldebtnet,nrbloan,offdep,remit
Oman,OMN,1972,High-income nonOECD members,High-income nonOECD members,,,,,,,,,,20.40,482.24,,,,,,,,,,,,,,,,,,,,
Oman,OMN,1973,High-income nonOECD members,High-income nonOECD members,,,,,,,,,,60.00,501.08,,,,,,,,,,,,,,,,,,,,
Oman,OMN,1974,High-income nonOECD members,High-income nonOECD members,,,,,,,,,,116.82,816.80,,,,,,,,,,,,,,,,,,,,
Oman,OMN,1975,High-income nonOECD members,High-income nonOECD members,95.45,,,,,,,,,108.18,1056.48,,,,,,,,,,,,,,,,,,,,
Oman,OMN,1976,High-income nonOECD members,High-income nonOECD members,91.95,,,,,,,,,102.89,1406.18,,,,,,,,,,,,,,,,,,,,
Oman,OMN,1977,High-income nonOECD members,High-income nonOECD members,96.39,,,,,,,,,110.31,1652.81,,,,,,,,,,,,,,,,,,,,
Oman,OMN,1978,High-income nonOECD members,High-income nonOECD members,81.64,,,,,,,,,119.34,1692.51,,,,,,,,,,,,,,,,,,,,1.06
Oman,OMN,1979,High-income nonOECD members,High-income nonOECD members,99.91,,,,,,,,,129.45,1594.81,,,,,,,,,,,,,,,,,,,,0.88
Oman,OMN,1980,High-income nonOECD members,High-income nonOECD members,,,,,,,,,,123.01,1872.95,,,,,,,,,,,,,,,,,,,,0.58
Oman,OMN,1981,High-income nonOECD members,High-income nonOECD members,,,,,,,,,,100.08,2384.13,,,,,,,,,,,,,,,,,,,,0.56
Oman,OMN,1982,High-income nonOECD members,High-income nonOECD members,91.98,,,,,,,,,85.51,2907.29,,,,,,,,,,,,,,,,,,,,0.57
Oman,OMN,1983,High-income nonOECD members,High-income nonOECD members,97.16,,,,,,,,,83.12,3456.87,,,,,,,,,,,,,,,,,,,,0.55
Oman,OMN,1984,High-income nonOECD members,High-income nonOECD members,99.00,,,,,,,,,90.78,3653.19,,,,,,,,,,,,,,,,,,,,0.49
Oman,OMN,1985,High-income nonOECD members,High-income nonOECD members,,,,,,,,,,89.02,4261.58,,,,,,,,,,,,,,,,,,,,0.43
Oman,OMN,1986,High-income nonOECD members,High-income nonOECD members,86.16,,,,,,,,,95.73,3618.14,,,,,,,,,,,,,,,,,,,,0.54
Oman,OMN,1987,High-income nonOECD members,High-income nonOECD members,,,,,,,,,,93.15,3648.45,,,,,,,,,,,,,,,,,,,,0.50
Oman,OMN,1988,High-income nonOECD members,High-income nonOECD members,86.84,,,,,,,,,95.87,3701.54,,,,,,,,,,,,,,,,,,,,0.47
Oman,OMN,1989,High-income nonOECD members,High-income nonOECD members,94.40,,,,,,,,,93.39,3870.05,,,,,,,,,,,,,2983.45,,,,,,,0.42
Oman,OMN,1990,High-income nonOECD members,High-income nonOECD members,,,,,,,,,,96.68,4010.95,,,,,,,,,0.62,,,,3038.50,,,,,,,0.33
Oman,OMN,1991,High-income nonOECD members,High-income nonOECD members,97.07,,,,,,,,,91.66,4103.87,,,,,,,,,0.70,,,,3076.86,,,,,,,0.34
Oman,OMN,1992,High-income nonOECD members,High-income nonOECD members,96.93,,,,,,,,,98.33,4111.37,,,,,,,,,0.72,,,,3052.53,,,,,,,0.31
Oman,OMN,1993,High-income nonOECD members,High-income nonOECD members,96.23,,,,,,,,,100.50,4131.30,,,,,,,,,0.84,,,,3033.40,,,,0.10,,,0.31
Oman,OMN,1994,High-income nonOECD members,High-income nonOECD members,93.19,,,,,,,,,105.94,4294.65,,,,,,,,,0.86,,,,3176.49,,,,-0.05,,,0.30
Oman,OMN,1995,High-income nonOECD members,High-income nonOECD members,94.20,,,,,,,,,106.40,4509.88,,,,,,,,0.14,0.77,,,,3712.99,,,,,11.59,24.74,0.28
Oman,OMN,1996,High-income nonOECD members,High-income nonOECD members,97.38,,,,,,,,,111.57,4717.22,,,,,,,,0.15,0.73,,,,4319.86,,,,0.03,11.19,27.17,0.26
Oman,OMN,1997,High-income nonOECD members,High-income nonOECD members,98.62,,,,,,,,,121.14,5774.56,,,,,,,,0.17,0.71,,,,5234.83,,,,-0.49,14.95,24.20,0.25
Oman,OMN,1998,High-income nonOECD members,High-income nonOECD members,94.54,,,,,,,,,135.83,5954.04,,,63.80,,,47.79,,0.26,0.95,,,,6033.71,,,,-1.26,24.32,20.50,0.28
Oman,OMN,1999,High-income nonOECD members,High-income nonOECD members,99.87,,,,,,,,,139.62,6169.09,2.34,4.09,67.85,1.68,12.68,46.10,13.19,0.24,0.85,,,,6444.82,,,,-0.62,24.69,29.48,0.25
Oman,OMN,2000,High-income nonOECD members,High-income nonOECD members,99.84,,,,,,,,,132.08,6326.45,2.29,3.99,79.90,1.39,11.23,47.77,12.16,0.14,0.50,,,,5974.82,,,,-0.03,18.66,49.11,0.20
Oman,OMN,2001,High-income nonOECD members,High-income nonOECD members,97.75,,,,,,,,,127.74,6902.85,1.88,3.34,81.32,0.01,0.08,46.25,10.92,0.18,0.86,,,,4064.27,,,,,18.16,70.66,0.20
Oman,OMN,2002,High-income nonOECD members,High-income nonOECD members,99.25,35.39,0.68,44.42,,38.87,38.87,31.17,31.17,121.81,7117.14,2.47,4.56,84.66,1.47,12.10,43.73,12.49,0.16,1.07,16.41,2.42,16.13,4158.71,,,,,17.27,61.97,0.19
Oman,OMN,2003,High-income nonOECD members,High-income nonOECD members,99.88,34.33,0.18,42.00,,36.63,36.63,30.17,30.17,121.02,7155.06,2.68,4.26,84.07,-0.88,-6.85,49.39,11.39,0.18,1.05,20.90,4.13,27.74,4018.21,,,,,15.39,59.82,0.18
Oman,OMN,2004,High-income nonOECD members,High-income nonOECD members,99.91,30.89,0.04,38.53,,33.21,33.21,27.04,27.04,124.61,7212.25,2.62,4.29,82.82,1.70,12.51,48.54,14.07,0.17,0.92,22.89,6.12,31.61,3896.10,,,,,16.80,58.37,0.16
Oman,OMN,2005,High-income nonOECD members,High-income nonOECD members,99.98,27.83,0.02,32.76,,29.01,29.01,24.31,24.31,114.93,8484.21,2.47,4.42,84.42,2.76,18.62,45.00,16.83,0.14,0.84,34.68,8.04,29.97,3806.01,,,,,18.45,77.38,0.13
Oman,OMN,2006,High-income nonOECD members,High-income nonOECD members,99.99,28.80,0.00,31.15,,28.37,28.37,25.21,25.21,110.56,10296.97,2.28,4.29,83.31,3.09,20.39,41.64,16.22,0.18,0.84,42.59,8.86,21.19,4853.41,,,,2.58,18.23,67.42,0.11
Oman,OMN,2007,High-income nonOECD members,High-income nonOECD members,99.94,32.72,0.01,34.09,,31.19,31.19,29.24,29.24,103.62,13323.20,2.20,3.60,76.64,2.88,20.10,42.68,15.39,0.20,0.83,46.27,10.30,28.00,4669.74,,,,,21.80,48.00,0.09
Oman,OMN,2008,High-income nonOECD members,High-income nonOECD members,99.90,29.57,0.03,32.64,,30.16,30.16,26.98,26.98,119.07,16408.00,1.98,3.38,72.73,2.30,16.60,41.52,14.54,0.18,0.72,32.31,11.48,42.93,4704.03,,,,,17.09,32.13,0.06
Oman,OMN,2009,High-income nonOECD members,High-income nonOECD members,98.42,41.17,0.43,48.92,,45.12,45.12,37.82,37.82,119.52,16729.65,1.90,3.60,69.77,1.63,11.86,43.20,14.01,0.22,1.10,34.05,15.05,36.55,4505.82,,,,,20.32,23.72,0.08
Oman,OMN,2010,High-income nonOECD members,High-income nonOECD members,98.65,36.51,0.66,44.42,,39.92,39.92,33.35,33.35,119.83,18352.64,2.02,3.69,69.15,1.71,12.49,47.65,13.90,0.18,0.93,32.36,8.03,18.28,4245.80,,,,0.55,16.29,24.19,0.07
Oman,OMN,2011,High-income nonOECD members,High-income nonOECD members,99.97,33.79,0.28,42.54,,36.79,36.79,30.65,30.65,120.25,19995.84,1.99,3.39,72.95,1.39,11.00,47.45,12.07,,,27.90,4.19,12.86,4066.42,,,,-0.03,14.30,28.99,0.06
Pakistan,PAK,1960,South Asia,Lower-middle-income economies,50.43,,,,,,,,,65.04,9454.16,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1961,South Asia,Lower-middle-income economies,53.53,32.36,13.88,15.06,,8.96,8.96,12.65,12.65,76.98,9071.36,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1962,South Asia,Lower-middle-income economies,56.25,31.24,13.68,16.72,,10.64,10.64,12.87,12.87,87.33,9705.02,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1963,South Asia,Lower-middle-income economies,58.86,32.78,13.69,18.61,,12.82,12.82,14.69,14.69,87.19,11067.77,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1964,South Asia,Lower-middle-income economies,65.83,34.28,12.80,21.44,,14.96,14.96,16.62,16.62,92.33,13180.57,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1965,South Asia,Lower-middle-income economies,63.37,36.25,13.29,24.18,,17.36,17.36,18.44,18.44,95.83,14436.94,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1966,South Asia,Lower-middle-income economies,65.09,37.15,14.09,25.35,,18.93,18.93,19.67,19.67,96.52,16756.00,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1967,South Asia,Lower-middle-income economies,65.71,39.08,14.77,27.92,,21.48,21.48,21.73,21.73,101.04,16870.68,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1968,South Asia,Lower-middle-income economies,69.41,37.49,13.31,27.81,,21.04,21.04,21.69,21.69,93.40,17900.67,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1969,South Asia,Lower-middle-income economies,66.32,38.28,13.52,28.49,,20.83,20.83,22.47,22.47,91.98,18530.04,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1970,South Asia,Lower-middle-income economies,65.51,42.50,16.05,31.03,,23.26,23.26,24.79,24.79,95.57,19625.87,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1971,South Asia,Lower-middle-income economies,63.46,45.63,17.88,32.39,,24.24,24.24,26.93,26.93,85.17,21729.79,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1972,South Asia,Lower-middle-income economies,64.96,49.14,19.35,34.77,,25.59,25.59,29.35,29.35,89.05,10726.97,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1973,South Asia,Lower-middle-income economies,70.46,46.60,16.39,33.86,,24.73,24.73,27.98,27.98,87.64,12523.44,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1974,South Asia,Lower-middle-income economies,72.24,37.46,11.22,27.82,,20.04,20.04,22.45,22.45,91.36,11044.04,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1975,South Asia,Lower-middle-income economies,69.51,32.95,10.24,24.82,,17.69,17.69,20.40,20.40,82.70,12410.22,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1976,South Asia,Lower-middle-income economies,73.37,34.14,10.65,26.87,,18.32,18.32,22.88,22.88,78.05,15489.95,,,,,,,,,,,,,,,,,,,,3.09
Pakistan,PAK,1977,South Asia,Lower-middle-income economies,68.03,37.47,12.42,29.71,,20.39,20.39,25.64,25.64,80.90,17056.75,,,,,,,,,,,,,,,,,,,,5.77
Pakistan,PAK,1978,South Asia,Lower-middle-income economies,65.66,37.70,14.55,29.21,,19.95,19.95,25.72,25.72,74.65,18667.72,,,,,,,,,,,,,,,,,,,,7.35
Pakistan,PAK,1979,South Asia,Lower-middle-income economies,63.60,40.92,17.17,31.31,,21.31,21.31,27.74,27.74,78.87,19545.04,,,,,,,,,,,,,,,,,,,,7.62
Pakistan,PAK,1980,South Asia,Lower-middle-income economies,63.99,39.78,17.23,30.36,,20.74,20.74,26.34,26.34,78.60,20071.16,,,,,,,,,,,,,,,,,,,,8.64
Pakistan,PAK,1981,South Asia,Lower-middle-income economies,64.85,37.65,16.59,30.06,,20.02,20.02,24.92,24.92,82.02,20492.47,,,,,,,,,,,,,,,,,,,,7.36
Pakistan,PAK,1982,South Asia,Lower-middle-income economies,63.72,37.33,16.98,30.50,,20.28,20.28,25.18,25.18,79.28,18543.66,,,,,,,,,,,,,,,,,,,,8.42
Pakistan,PAK,1983,South Asia,Lower-middle-income economies,67.92,40.27,17.16,33.17,,21.69,21.69,27.76,27.76,77.09,20536.22,,,,,,,,,,,,,,,,,,,,10.25
Pakistan,PAK,1984,South Asia,Lower-middle-income economies,66.28,39.26,15.92,32.46,,22.45,22.45,27.05,27.05,89.03,18169.96,,,,,,,,,,,,,,,,,,,,8.28
Pakistan,PAK,1985,South Asia,Lower-middle-income economies,69.59,38.81,15.33,32.60,,24.89,24.89,26.44,26.44,98.80,19308.40,,,,,,,,,,,,,,,,,,,,8.15
Pakistan,PAK,1986,South Asia,Lower-middle-income economies,69.70,40.58,15.51,35.59,,27.52,27.52,27.43,27.43,101.74,20527.51,,,,,,,,,,,,,,,,,,,,7.67
Pakistan,PAK,1987,South Asia,Lower-middle-income economies,71.19,42.45,15.92,38.02,,27.12,27.12,28.49,28.49,89.38,22681.62,,,,,,,,,,,,,,,,,,,,6.54
Pakistan,PAK,1988,South Asia,Lower-middle-income economies,72.45,40.75,14.47,36.85,,25.06,25.06,27.11,27.11,95.64,21926.17,,,,,,,,,,,,,386.29,,,,,,,4.87
Pakistan,PAK,1989,South Asia,Lower-middle-income economies,70.03,38.52,14.03,34.72,,24.21,24.21,24.88,24.88,99.00,19681.07,,,,,,,,,,5.90,0.44,8.14,407.92,,,,,,,5.02
Pakistan,PAK,1990,South Asia,Lower-middle-income economies,68.01,37.85,14.88,33.17,,23.41,23.41,23.57,23.57,99.64,20210.51,,,,,,,,,0.46,6.29,0.50,9.18,438.38,,27.39,,,,,5.01
Pakistan,PAK,1991,South Asia,Lower-middle-income economies,68.08,36.82,14.82,31.57,,21.46,21.46,22.55,22.55,91.14,20696.98,,,,,,,,,0.45,10.93,0.91,12.48,474.48,,29.56,,,,,3.41
Pakistan,PAK,1992,South Asia,Lower-middle-income economies,72.72,38.79,14.41,34.59,,21.38,21.38,24.83,24.83,82.12,24992.56,,,,,,,,,0.43,15.17,1.58,13.29,535.42,,31.60,,,,,3.24
Pakistan,PAK,1993,South Asia,Lower-middle-income economies,72.18,42.95,14.73,38.71,,23.05,23.05,28.93,28.93,77.46,24455.20,,,,,,,,,0.49,18.72,2.68,19.13,542.64,,33.69,,0.18,,,2.81
Pakistan,PAK,1994,South Asia,Lower-middle-income economies,75.08,42.95,13.56,37.84,,22.49,22.49,29.94,29.94,72.93,27331.20,,,,,,,,,0.40,21.41,4.52,28.78,586.47,,35.05,,0.29,,,3.37
Pakistan,PAK,1995,South Asia,Lower-middle-income economies,73.35,41.54,12.73,36.59,,22.14,22.14,29.22,29.22,78.58,27316.68,,,,,,,,0.37,0.33,17.71,5.23,29.89,603.05,,35.66,0.48,,8.16,14.59,2.82
Pakistan,PAK,1996,South Asia,Lower-middle-income economies,73.46,42.62,13.61,37.57,,22.93,22.93,30.33,30.33,72.97,27081.41,,,,,,,,0.37,0.34,15.07,6.99,63.44,601.15,,33.97,0.62,,9.76,14.88,2.03
Pakistan,PAK,1997,South Asia,Lower-middle-income economies,77.47,45.37,12.73,39.19,,23.38,23.38,33.48,33.48,67.07,29120.96,,,,,,,,0.30,0.38,16.29,13.36,112.85,584.59,,34.53,1.14,,8.46,11.71,2.73
Pakistan,PAK,1998,South Asia,Lower-middle-income economies,74.22,46.37,12.51,39.20,,23.79,23.79,34.58,34.58,70.49,29727.06,,,63.85,,,93.08,,0.26,0.35,12.49,15.71,116.35,563.66,,38.21,1.50,,10.53,14.04,1.88
Pakistan,PAK,1999,South Asia,Lower-middle-income economies,66.97,44.70,15.44,36.82,,24.14,24.14,32.69,32.69,77.25,26846.83,3.51,2.89,62.89,-0.51,-11.85,91.75,4.15,0.25,0.33,9.47,23.17,353.09,544.17,,40.41,1.85,0.69,11.74,16.76,1.58
Pakistan,PAK,2000,South Asia,Lower-middle-income economies,67.73,37.38,14.63,30.19,,20.98,20.98,26.54,26.54,80.78,26067.55,3.07,3.08,66.93,0.23,6.99,79.36,5.95,0.20,0.27,8.71,34.99,511.79,529.78,,34.44,1.49,-0.12,8.22,18.82,1.45
Pakistan,PAK,2001,South Asia,Lower-middle-income economies,74.71,38.01,12.16,29.95,,21.04,21.04,26.92,26.92,75.81,27340.46,3.10,3.82,69.15,-0.20,9.14,77.35,5.02,0.19,0.27,7.47,28.99,230.53,508.66,,34.81,0.97,-0.21,6.97,17.79,2.02
Pakistan,PAK,2002,South Asia,Lower-middle-income economies,86.66,41.52,7.82,32.88,,21.27,21.27,29.89,29.89,67.10,32660.75,2.94,4.37,59.03,0.71,15.88,63.11,7.40,0.23,0.34,10.29,26.16,349.76,475.64,,37.25,0.71,-0.20,4.89,14.56,4.92
Pakistan,PAK,2003,South Asia,Lower-middle-income economies,92.79,43.98,4.08,35.99,,21.98,21.98,31.83,31.83,70.79,38648.24,2.92,4.06,53.67,1.34,23.33,58.69,8.62,0.27,0.40,16.18,55.38,494.57,459.91,,36.19,0.45,-0.18,4.10,13.31,4.76
Pakistan,PAK,2004,South Asia,Lower-middle-income economies,85.09,45.44,4.69,36.67,,24.93,24.93,33.35,33.35,78.25,43071.84,2.39,3.32,49.42,1.22,18.92,56.76,10.24,0.26,0.38,23.26,72.40,324.13,426.04,,32.22,0.48,-0.15,2.99,9.65,4.03
Pakistan,PAK,2005,South Asia,Lower-middle-income economies,82.42,46.69,7.35,37.66,,27.05,27.05,35.10,35.10,76.01,47610.16,2.38,4.77,44.99,1.93,24.82,44.16,12.89,0.29,0.42,33.92,97.03,379.28,418.43,,29.77,0.79,-0.13,2.82,7.76,3.91
Pakistan,PAK,2006,South Asia,Lower-middle-income economies,83.92,45.55,7.55,37.35,,26.70,26.70,34.33,34.33,79.49,52368.76,2.46,5.32,40.99,2.26,24.83,41.02,14.91,0.29,0.44,35.95,105.38,276.09,405.21,,27.17,1.17,,2.94,8.67,4.02
Pakistan,PAK,2007,South Asia,Lower-middle-income economies,85.83,46.39,6.88,38.74,,27.21,27.21,34.92,34.92,76.55,59800.64,2.53,5.07,40.96,1.62,15.75,45.88,15.42,0.32,0.44,39.65,78.65,176.96,398.95,,26.74,1.56,,3.27,7.71,4.19
Pakistan,PAK,2008,South Asia,Lower-middle-income economies,74.30,45.74,10.08,40.13,,28.13,28.13,34.59,34.59,86.93,48470.55,2.56,4.89,41.86,0.72,6.89,48.24,13.35,0.34,0.41,30.57,49.59,108.50,391.00,,26.21,1.65,,2.83,6.51,4.29
Pakistan,PAK,2009,South Asia,Lower-middle-income economies,77.98,39.19,11.43,36.55,,23.84,23.84,29.63,29.63,74.25,50834.66,2.79,5.43,40.47,0.78,8.13,47.16,13.48,0.32,0.34,15.89,21.01,91.48,382.73,,24.49,1.32,,2.69,5.81,5.39
Pakistan,PAK,2010,South Asia,Lower-middle-income economies,77.98,38.97,10.35,36.65,,21.03,21.03,29.40,29.40,68.76,56650.08,2.79,5.39,41.19,1.03,10.53,49.32,13.24,0.35,0.27,19.81,10.25,36.96,371.93,,28.77,1.03,,2.51,5.72,5.49
Pakistan,PAK,2011,South Asia,Lower-middle-income economies,80.76,36.17,8.86,34.10,,18.05,18.05,27.50,27.50,62.63,58724.13,2.86,5.66,40.91,1.44,15.17,48.56,13.50,0.37,0.23,16.84,5.48,28.58,362.16,,30.70,0.73,,2.36,5.43,5.82
Panama,PAN,1960,Latin America & the Caribbean,Upper-middle-income economies,50.31,,,,,,,,,134.26,410.07,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1961,Latin America & the Caribbean,Upper-middle-income economies,55.21,15.70,9.81,10.97,,10.97,10.97,8.25,8.25,131.77,436.72,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1962,Latin America & the Caribbean,Upper-middle-income economies,56.47,16.12,8.93,11.30,,11.30,11.30,8.86,8.86,124.12,497.80,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1963,Latin America & the Caribbean,Upper-middle-income economies,56.11,17.66,8.99,11.58,,11.58,11.58,9.81,9.81,113.05,623.53,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1964,Latin America & the Caribbean,Upper-middle-income economies,57.70,18.10,9.61,12.72,,12.72,12.72,10.16,10.16,138.02,584.34,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1965,Latin America & the Caribbean,Upper-middle-income economies,61.17,17.40,9.62,14.19,,14.19,14.19,10.25,10.25,138.76,681.26,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1966,Latin America & the Caribbean,Upper-middle-income economies,64.27,19.02,9.51,16.07,,16.07,16.07,11.90,11.90,132.11,787.07,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1967,Latin America & the Caribbean,Upper-middle-income economies,67.18,20.64,9.23,17.79,,17.79,17.79,13.56,13.56,130.41,926.96,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1968,Latin America & the Caribbean,Upper-middle-income economies,71.21,22.51,8.90,20.08,,20.08,20.08,15.92,15.92,122.60,1011.52,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1969,Latin America & the Caribbean,Upper-middle-income economies,73.99,21.26,8.46,22.55,,22.20,22.20,17.02,17.02,137.67,907.12,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1970,Latin America & the Caribbean,Upper-middle-income economies,80.88,22.24,8.10,28.44,,27.65,27.65,19.43,19.43,145.88,1121.59,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1971,Latin America & the Caribbean,Upper-middle-income economies,82.72,24.37,7.60,34.45,,33.62,33.62,21.53,21.53,164.86,1279.48,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1972,Latin America & the Caribbean,Upper-middle-income economies,82.84,27.94,8.84,42.55,,41.68,41.68,24.29,24.29,177.33,1608.61,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1973,Latin America & the Caribbean,Upper-middle-income economies,83.59,29.15,9.68,48.10,,47.02,47.02,25.34,25.34,193.27,1672.70,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1974,Latin America & the Caribbean,Upper-middle-income economies,85.17,30.48,10.77,58.50,,56.26,56.26,27.35,27.35,217.52,1780.23,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1975,Latin America & the Caribbean,Upper-middle-income economies,84.90,31.99,11.72,66.55,,59.80,59.80,29.37,29.37,192.07,2024.90,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1976,Latin America & the Caribbean,Upper-middle-income economies,81.53,34.53,14.36,70.99,,60.14,60.14,31.80,31.80,186.29,2065.03,,,,,,,,,,,,,,,,,,,,
Panama,PAN,1977,Latin America & the Caribbean,Upper-middle-income economies,83.91,36.31,14.85,71.07,,59.20,59.20,33.33,33.33,169.81,2241.32,,,,,,,,,,,,,,,,,,,,4.99
Panama,PAN,1978,Latin America & the Caribbean,Upper-middle-income economies,82.31,35.80,12.82,63.06,,53.27,53.27,32.87,32.87,155.23,2452.34,,,,,,,,,,,,,,,,,,,,4.90
Panama,PAN,1979,Latin America & the Caribbean,Upper-middle-income economies,79.36,38.08,14.34,60.27,,53.38,53.38,35.11,35.11,149.18,2665.12,,,,,,,,,,,,,,,,,,,,4.81
Panama,PAN,1980,Latin America & the Caribbean,Upper-middle-income economies,82.03,35.46,12.66,52.97,,47.88,47.88,32.87,32.87,142.51,2966.79,,,,,,,,,,,,,,,,,,,,1.71
Panama,PAN,1981,Latin America & the Caribbean,Upper-middle-income economies,78.79,37.48,13.46,54.79,,49.89,49.89,34.81,34.81,144.04,3238.97,,,,,,,,,,,,,,,,,,,,1.43
Panama,PAN,1982,Latin America & the Caribbean,Upper-middle-income economies,77.24,39.21,15.48,54.91,,49.60,49.60,36.33,36.33,129.57,3510.73,,,,,,,,,,,,,,,,,,,,1.58
Panama,PAN,1983,Latin America & the Caribbean,Upper-middle-income economies,74.84,40.63,17.29,54.80,,48.21,48.21,37.33,37.33,128.68,3453.94,,,,,,,,,,,,,,,,,,,,1.60
Panama,PAN,1984,Latin America & the Caribbean,Upper-middle-income economies,72.29,40.82,19.38,53.82,,46.72,46.72,37.11,37.11,123.20,3565.57,,,,,,,,,,,,,,,,,,,,1.45
Panama,PAN,1985,Latin America & the Caribbean,Upper-middle-income economies,71.28,41.14,20.62,52.43,,45.66,45.66,37.34,37.34,121.40,3613.79,,,,,,,,,,,,,,,,,,,,1.83
Panama,PAN,1986,Latin America & the Caribbean,Upper-middle-income economies,72.60,41.52,20.40,52.32,,45.94,45.94,37.41,37.41,124.20,3771.59,,,,,,,,,,,,,,,,,,,,1.79
Panama,PAN,1987,Latin America & the Caribbean,Upper-middle-income economies,70.93,41.87,20.82,52.94,,47.90,47.90,37.57,37.57,130.88,3487.54,,,,,,,,,,,,,,,,,,,,1.85
Panama,PAN,1988,Latin America & the Caribbean,Upper-middle-income economies,62.66,41.08,26.64,54.12,,50.31,50.31,37.03,37.03,142.77,2441.92,,,,,,,,,,,,,,,,,,,,2.09
Panama,PAN,1989,Latin America & the Caribbean,Upper-middle-income economies,59.95,34.17,30.12,47.66,,44.31,44.31,30.64,30.64,146.46,2285.32,,,,,,,,,,,,,,,,,,,,2.09
Panama,PAN,1990,Latin America & the Caribbean,Upper-middle-income economies,61.93,33.63,25.98,40.51,,37.79,37.79,30.39,30.39,108.32,2943.18,,,,,,,,,1.51,,,,,,,,,,,2.06
Panama,PAN,1991,Latin America & the Caribbean,Upper-middle-income economies,68.14,41.12,22.28,41.73,,39.26,39.26,37.81,37.81,100.49,3774.65,,,,,,,,,1.68,,,,,,,,,,,1.85
Panama,PAN,1992,Latin America & the Caribbean,Upper-middle-income economies,71.93,46.66,19.30,45.40,,43.16,43.16,43.49,43.49,98.23,4606.03,,,,,,,,,1.69,,,,501.52,,,,,,,1.54
Panama,PAN,1993,Latin America & the Caribbean,Upper-middle-income economies,76.37,51.66,17.52,50.64,,48.94,48.94,48.61,48.61,102.73,5331.86,,,,,,,,,1.74,4.43,0.05,2.18,415.73,,,,,,,1.50
Panama,PAN,1994,Latin America & the Caribbean,Upper-middle-income economies,79.80,56.86,15.86,56.80,,55.74,55.74,53.80,53.80,104.38,6011.16,,,,,,,,0.73,1.93,7.21,0.49,12.56,555.39,,,0.84,,,,1.45
Panama,PAN,1995,Latin America & the Caribbean,Upper-middle-income economies,82.39,62.14,14.88,64.05,,63.26,63.26,58.97,58.97,109.96,6352.84,,,,,,,,0.74,1.97,9.65,0.50,1.18,580.34,,,0.14,,417.17,625.57,1.42
Panama,PAN,1996,Latin America & the Caribbean,Upper-middle-income economies,80.25,62.02,15.18,65.88,,65.12,65.12,58.86,58.86,111.29,6597.96,,,,,,,,0.74,1.93,11.24,0.18,2.29,675.07,,,17.16,-0.02,346.48,582.84,0.92
Panama,PAN,1997,Latin America & the Caribbean,Upper-middle-income economies,84.29,63.67,14.63,68.33,,67.57,67.57,60.42,60.42,112.33,7378.69,,,,,,,,0.75,1.80,17.52,0.39,3.15,730.87,,,38.60,-0.07,344.48,463.06,0.64
Panama,PAN,1998,Latin America & the Caribbean,Upper-middle-income economies,85.82,67.43,13.16,75.29,,74.56,74.56,64.10,64.10,119.80,8388.93,,,33.10,,,60.38,,0.81,1.80,27.83,0.79,3.88,920.53,,,40.21,-5.62,325.09,392.14,0.53
Panama,PAN,1999,Latin America & the Caribbean,Upper-middle-income economies,86.72,71.82,13.66,86.07,,85.07,85.07,68.51,68.51,128.23,8861.15,1.90,3.48,45.94,1.78,22.50,48.55,37.71,0.92,1.80,33.08,0.74,1.36,1035.51,,,39.10,,300.44,377.19,0.42
